"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"GMCL1",587.963862665159,-0.523410686509098,0.0802712354797707,4.07763819338131e-11,1.50993398927156e-10
"PTPN13",441.007564609429,-1.11770740030804,0.0930260550055509,2.92483787345442e-34,8.62188561779653e-33
"PHRF1",848.843547263285,0.213230874215227,0.0709150153933152,0.00240398024515308,0.00416749218080345
"CNOT6L",592.48274474957,-0.593308834450651,0.0809704383333506,1.17122828610093e-13,5.44141537875041e-13
"TARS2",880.28360810327,0.216658832699496,0.069354987044112,0.00162128893948797,0.00287106793966776
"KCTD5",903.853644394361,0.178186268658957,0.0666893711537405,0.00705865308406598,0.0114376950657675
"TSFM",988.664509207361,0.376168758332067,0.0666679545983623,1.2708003645431e-08,3.77909156865559e-08
"TP53INP2",817.166251782675,0.0617157137280818,0.07276309383741,0.391704882038987,0.453260102155791
"CCDC43",718.054551595298,-0.119550613757814,0.0735747464788993,0.100737419415629,0.134758014412726
"SLFN12",659.728145132425,-0.308251184287555,0.0730317961994235,2.01453343305199e-05,4.39460589426965e-05
"PFKFB4",898.035872457958,0.0185027477357392,0.0720130035922363,0.795316212575465,0.829988728915618
"INPP4A",539.454802826883,-0.702534985286406,0.080983664666791,1.57025254834846e-18,1.1128598244227e-17
"PIH1D1",1162.94411860735,0.538792725192081,0.0790391243927969,5.25111565970408e-12,2.10496771145085e-11
"CUEDC1",963.473045954358,0.412345276474585,0.0701203500912053,2.92892296698033e-09,9.28684569685333e-09
"SAP30L",830.485674444814,0.0851120646103393,0.0749996394185623,0.251494322750765,0.307389539331711
"ZNF142",725.807030232295,-0.0906291463643959,0.0746210024961547,0.219774472771457,0.272347839645593
"INAVA",898.915090789876,0.258602306214811,0.0666747533018121,9.19428638076989e-05,0.000187538994450482
"SLC18B1",774.286615121312,-0.116552885327557,0.077506778935081,0.128349665994178,0.168107182827649
"NFS1",1043.81586438975,0.239196014281437,0.0684887878644605,0.000426365132908453,0.000807229793773247
"SUFU",759.008384943725,0.0553079516742145,0.0749138053260838,0.455666058780596,0.517448688669933
"ARMC10",804.121402327818,0.109610486441549,0.0694497121942488,0.11128517420498,0.147633009427281
"SETD1B",671.253950526528,-0.187905962537989,0.0774741102464522,0.0141796077083854,0.021936390932842
"ARL13B",526.787437176507,-0.631906714683153,0.089564433241403,7.80044620700928e-13,3.38303322328404e-12
"FASTK",1221.71168630815,0.674694889654505,0.0827273816356141,1.41823400091553e-16,8.55454597766476e-16
"PDK3",645.120138789928,-0.36967557153299,0.077577531512376,1.43764921367931e-06,3.55293831848516e-06
"RTL8C",1395.71810751208,0.92953997061295,0.0837087969688712,2.28860179535043e-29,4.31320329354549e-28
"DPP4",549.07015456016,-1.02518028142656,0.0869130042160336,5.70243739997178e-33,1.49058339714203e-31
"MDFIC",608.968944049188,-0.373123004045707,0.0832923632222502,5.65684103504266e-06,1.30842917276188e-05
"RIN1",1309.20934882876,0.8197912059727,0.0748696377110289,1.82121918513994e-28,3.17678038999668e-27
"PPP3CB",728.410243256681,-0.102585196585286,0.0702740731670841,0.140694960373078,0.182523557220806
"RPUSD1",1175.8115244612,0.746592433096598,0.0871323282427565,3.51070721762273e-18,2.41950271287006e-17
"BTN2A1",739.570798333123,-0.174028174770456,0.0727896177368557,0.0157560141473747,0.0241921923124878
"PLEKHJ1",1315.15401898626,0.881754799128508,0.0824074711192352,2.28042878628671e-27,3.60938675775579e-26
"PACS1",924.595167265734,0.250911384197677,0.0659726294504741,0.000125917326524102,0.000252601757117668
"PMS2",839.760261510216,0.116459714687807,0.0699207304015365,0.0928091151924543,0.125076448813468
"CEP104",766.571480927174,-0.127970017084411,0.0698658534327869,0.0645570948601099,0.0894484131472028
"TTLL5",645.749870207904,-0.339014848343388,0.0779459830753795,1.08535515043063e-05,2.43735527045309e-05
"SAPCD2",897.775320109388,0.4337248077187,0.0714887662185504,9.00437019153478e-10,2.98106919950738e-09
"PARL",1014.40763549071,0.467587014743699,0.068803877131288,7.01433369403993e-12,2.78285392898128e-11
"DUSP5",908.99940631773,-0.0238798367125316,0.0739709923922501,0.744338554958759,0.784305623883614
"MRPL35",846.975913886086,0.105654050953887,0.0712484070161761,0.134414942474185,0.175218319816932
"TRAF3IP1",624.756262671893,-0.463431607155055,0.0820691741329374,1.06725523065127e-08,3.19490307517136e-08
"METTL17",1025.54228742618,0.404949891022931,0.0706168764900706,7.08778634269878e-09,2.16155869466402e-08
"TIMM13",1238.73058261607,0.67272759048412,0.09196007994614,1.04630976149335e-13,4.88966012112208e-13
"ATP11C",474.973203016457,-0.948204721929376,0.0930224645294566,3.79338948155064e-25,4.88688467465794e-24
"MORC3",474.245449941783,-1.00349690308051,0.1039699493637,7.0512286797113e-23,7.272623254758e-22
"NCDN",910.173142580151,0.261866852848667,0.068404393511919,0.000112526262133961,0.00022691815759083
"C1GALT1C1",858.478239435368,-0.0556322177589285,0.0767912013242583,0.46391228071828,0.525613766919284
