"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"SMIM29",198.147457195141,1.03474090101633,0.132965146227672,8.88751795759738e-16,4.98092071172778e-15
"GUCY1A2",69.913862427502,-1.30479168362349,0.202461484052208,3.5934430555619e-12,1.46526954675751e-11
"MEIS3",65.0773293998742,-1.30653801548411,0.210031496098461,1.45485115307262e-11,5.62323086677168e-11
"ANTKMT",182.152925494854,1.09279743045735,0.157172863098949,3.39636547705763e-13,1.51835530813758e-12
"LOC122539214",49.0810284952259,-2.80493638688045,0.32584993989946,5.13576271172693e-24,5.92631900607053e-23
"MVK",245.259516465758,1.43685738286503,0.142219849302654,1.09407101597122e-25,1.48154992844808e-24
"CAVIN3",266.875930412361,1.31841041195542,0.128489556205147,4.24116380486844e-26,5.9942858212813e-25
"WDR17",66.4483110931848,-1.35496181273968,0.213832311510504,5.12957914801628e-12,2.05991814626317e-11
"SLC2A9",73.8346926313369,-1.36009727986523,0.193958157367289,5.65147887288022e-14,2.70282027144017e-13
"ESR1",66.2076715321585,-1.53359573116406,0.202995794436292,2.68607249067213e-16,1.57878383528796e-15
"SIGIRR",248.797515759892,1.01736153300491,0.128231870335005,2.84335287031277e-16,1.6683227771444e-15
"PSG1",109.799015140508,-1.57774959739997,0.185789386813483,1.00312354126371e-19,7.75224437927957e-19
"CDRT4",310.225569351698,1.11414372199418,0.214981031622721,1.56256576880794e-08,4.61119135402755e-08
"POLR2I",263.901658658768,1.07646753375144,0.138516799442331,8.19938073621921e-16,4.6086527610198e-15
"MAN1A1",91.8456978092781,-1.00037875316086,0.181043179536572,4.14613015721712e-09,1.29486243933815e-08
"REEP6",249.833493760848,1.02575343478467,0.130956499905041,6.16241814561058e-16,3.50163330740271e-15
"CCDC144A",51.2183800283097,-2.92438145695178,0.302995277511458,2.09134904153885e-26,3.03605413008775e-25
"GLI4",249.21758231556,1.0584851036111,0.141049588777489,6.93234320100234e-15,3.59975252141279e-14
"ROR1",83.9103605404492,-1.02053476111755,0.183460263340821,3.08897342354663e-09,9.76679863964944e-09
